Region,Market,Brand,Chart,Name,Unit,Source,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029
Turkey,Pickup Trucks,,Fuel or Drive-Type Share,Hybrid,percent,Statista Market Insights,,,,,0.05,0.48,0.91,1.34,1.76,2.15,2.54,2.92,3.26,3.57,3.85,4.1
Turkey,Pickup Trucks,,Fuel or Drive-Type Share,Petrol,percent,Statista Market Insights,,100,100,100,99.95,99.51,99.09,98.66,98.23,96.36,95.35,93.92,91.89,89.64,87.3,84.4
Turkey,Pickup Trucks,,Autonomous Driving Level,Autonomous 1,percent,Statista Market Insights,,100,100,100,100,100,100,100,100,,,,,,,
Turkey,Pickup Trucks,,Autonomous Driving Level,Autonomous 2,percent,Statista Market Insights,,,,,,,,,,99.48,99.24,98.89,98.38,97.63,96.56,95.02
Turkey,Pickup Trucks,,Autonomous Driving Level,Autonomous 3,percent,Statista Market Insights,,,,,,,,,,0.52,0.76,1.11,1.62,2.37,3.44,4.98
Turkey,Pickup Trucks,,Average CO2 emission,Emissions Average,grams CO2 per kilometer,Statista Market Insights,,280,280,280,280,280,280,277,277,255,236.2,221.6,209.7,192.2,174.3,165.4
Turkey,Pickup Trucks,,Vehicle Sales by make,Total,thousand vehicles,Statista Market Insights,,16.3,16.29,16.42,16.67,15.78,18.81,16.43,17.8,29.96,28.4,27.38,24.65,24.61,25.83,26.79
Turkey,Pickup Trucks,,Vehicle Sales by make,Ford,thousand vehicles,Statista Market Insights,,16.3,16.29,16.42,16.67,15.78,18.81,16.43,17.8,29.96,28.4,27.38,24.65,24.61,25.83,26.79
Turkey,Pickup Trucks,,Comparable Estimates - Passenger Cars (Worldwide),*Statista,million vehicles,,74.44,79.2,84.99,85.13,81.94,71.96,58.6,63.73,67.16,69.02,74.02,72.38,72.59,73.87,,
Turkey,Pickup Trucks,,Comparable Estimates - Passenger Cars (Worldwide),IHS Markit,million vehicles,,,,92,94,94,90,77,77.2,80.35,87.94,,,,,,
Turkey,Pickup Trucks,,Comparable Estimates - Passenger Cars (Worldwide),LMC Automotive,million vehicles,,,,,95.1,94.1,90.3,77.8,80.7,85.3,93.7,,,,,,
Turkey,Full-Size Vans,,Average Price,Average,thousand USD (US$),Statista Market Insights,,22.94,22.36,21.68,21,20.46,20.39,23.09,24.78,29,29.17,27.86,26.56,26.37,26.5,26.55
Turkey,Full-Size Vans,,Revenue by make,Total,million USD (US$),Statista Market Insights,,179.9,169.5,157.1,148.1,129.4,149.6,159.7,185.7,351.9,347,320.7,279.8,276.2,290,302.5
Turkey,Full-Size Vans,,Revenue by make,Ford,million USD (US$),Statista Market Insights,,179.9,169.5,157.1,148.1,129.4,149.6,159.7,185.7,351.9,347,320.7,279.8,276.2,290,302.5
Turkey,Full-Size Vans,,Connected Cars Share,Connected,percent,Statista Market Insights,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Turkey,Full-Size Vans,,Connected Cars Share,Not Connected,percent,Statista Market Insights,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkey,Full-Size Vans,,Fuel or Drive-Type Share,Diesel,percent,Statista Market Insights,,100,100,100,99.94,99.51,99.06,,,,,,,,,
Turkey,Full-Size Vans,,Fuel or Drive-Type Share,Electric,percent,Statista Market Insights,,,,,,,,,,1.67,2.36,3.53,5.41,7.53,9.74,12.59
Turkey,Full-Size Vans,,Fuel or Drive-Type Share,Hybrid,percent,Statista Market Insights,,,,,0.06,0.51,0.94,1.38,1.8,2.2,2.6,2.97,3.3,3.61,3.89,4.13
Turkey,Full-Size Vans,,Fuel or Drive-Type Share,Petrol,percent,Statista Market Insights,,,,,,,,98.64,98.19,96.13,95.05,93.49,91.3,88.86,86.37,83.29
Turkey,Full-Size Vans,,Autonomous Driving Level,Autonomous 0,percent,Statista Market Insights,,100,100,100,100,100,100,100,100,87.48,77.93,70.2,63.81,58.41,53.76,49.68
Turkey,Full-Size Vans,,Autonomous Driving Level,Autonomous 1,percent,Statista Market Insights,,,,,,,,,,9.51,16.94,22.9,27.75,31.75,35.06,37.81
Turkey,Full-Size Vans,,Autonomous Driving Level,Autonomous 2,percent,Statista Market Insights,,,,,,,,,,2.55,4.54,6.14,7.44,8.51,9.4,10.13
Turkey,Full-Size Vans,,Autonomous Driving Level,Autonomous 3,percent,Statista Market Insights,,,,,,,,,,0.46,0.59,0.77,1.01,1.34,1.78,2.38
Turkey,Full-Size Vans,,Average CO2 emission,Emissions Average,grams CO2 per kilometer,Statista Market Insights,,171.9,162,162.7,166.2,168.1,158.9,165.1,181,170,159,147.1,139.1,131.8,121.1,110.5
Turkey,Full-Size Vans,,Vehicle Sales by make,Total,thousand vehicles,Statista Market Insights,,7.84,7.58,7.25,7.06,6.33,7.34,6.92,7.49,12.14,11.9,11.51,10.54,10.48,10.95,11.39
Turkey,Full-Size Vans,,Vehicle Sales by make,Ford,thousand vehicles,Statista Market Insights,,7.84,7.58,7.25,7.06,6.33,7.34,6.92,7.49,12.14,11.9,11.51,10.54,10.48,10.95,11.39
Turkey,Full-Size Vans,,Comparable Estimates - Passenger Cars (Worldwide),*Statista,million vehicles,,74.44,79.2,84.99,85.13,81.94,71.96,58.6,63.73,67.16,69.02,74.02,72.38,72.59,73.87,,
Turkey,Full-Size Vans,,Comparable Estimates - Passenger Cars (Worldwide),IHS Markit,million vehicles,,,,92,94,94,90,77,77.2,80.35,87.94,,,,,,
Turkey,Full-Size Vans,,Comparable Estimates - Passenger Cars (Worldwide),LMC Automotive,million vehicles,,,,,95.1,94.1,90.3,77.8,80.7,85.3,93.7,,,,,,
